category	author	source	rating	sourcetype	rights	year	sourceid	title	body	rightsowner	webpage	minortitle	sourcelink	authorlink	dateadded	authorinfo	itemid	publisher	city	pages	authorfilename	authorlastnamefirst	authorlastnamestrong	linkedtags	sourceline	rightsline
Diversity	Ken Wilber	Beliefnet	3	Web Page				Homophobia	<p> An integral approach acknowledges that all views have a degree of truth, but some views are more true than others, more evolved, more developed, more adequate. And so let's get that part out of the way right now: homophobia in any form, as far as I can tell, stems from a lower level of human development — but it is a level, it exists, and one has to make room in one's awareness for those lower levels as well, just as one has to include third grade in any school curriculum. Just don't, you know, put those people in charge of anything important. </p>		http://www.beliefnet.com/story/141/story_14148_1.html	Why Do Religions Teach Love and Yet Cause So Much War?	http://www.beliefnet.com/story/141/story_14148_1.html		2007-02-11T09:51:34-08:00		57				ken_wilber	Wilber, Ken	Ken <strong>Wilber</strong>	<a href='../tags/diversity' rel='tag'>Diversity</a>	the <span class='sourcetype'>Web Page</span> <cite class='majortitle'>Beliefnet</cite>, <cite class='minortitle'>&#8220;Why Do Religions Teach Love and Yet Cause So Much War?&#8221;</cite>	
Truth	Ken Wilber	Beliefnet	3	Web Page				The Beautiful, the Good and the True	<p> If you are talking to me about your new car, you are the first person, I am the second person, and the car is the third person. These pronouns actually represent three perspectives that human beings can take when they talk about the world or attempt to know the world.... The fascinating part is that these three perspectives might actually give rise to art, morals, and science. Or the Beautiful, the Good, and the True: the Beauty that is in the eye (or the I) of the beholder; the Good or moral actions that can exist between you and me as a we; and the objective Truth about third-person objects (or its) that you and I might discover: hence, art (I), morals (we), and science (it). </p>		http://www.beliefnet.com/story/141/story_14148_1.html	Why Do Religions Teach Love and Yet Cause So Much War?	http://www.beliefnet.com/story/141/story_14148_1.html		2007-02-11T09:42:57-08:00		58				ken_wilber	Wilber, Ken	Ken <strong>Wilber</strong>	<a href='../tags/truth' rel='tag'>Truth</a>	the <span class='sourcetype'>Web Page</span> <cite class='majortitle'>Beliefnet</cite>, <cite class='minortitle'>&#8220;Why Do Religions Teach Love and Yet Cause So Much War?&#8221;</cite>	
Truth	Ken Wilber	Collected Works of Ken Wilber, Volume 8	3	Book	Copyright	2000	1590303261	Everybody has some important pieces of the truth	<p> My work is an attempt to make room in the Kosmos for all of the dimensions, levels, domains, waves, memes, modes, individuals, cultures, and so on ad infinitum. I have one major rule: Everybody is right. More specifically, everybody — including me — has some important pieces of truth, and all of those pieces need to be honored, cherished, and included in a more gracious, spacious, and compassionate embrace. </p>	Ken Wilber		Introduction			2007-02-10T15:04:57-08:00		59				ken_wilber	Wilber, Ken	Ken <strong>Wilber</strong>	<a href='../tags/truth' rel='tag'>Truth</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Collected Works of Ken Wilber, Volume 8</cite>, <cite class='minortitle'>&#8220;Introduction&#8221;</cite>, <span class='datepublished'>2000</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1590303261/portablewisdo-20' class='isbn'>1590303261</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2000</span> by <span class='rightsowner'>Ken Wilber</span>
Art	Ken Wilber	The Eye of Spirit: An Integral Vision for a World Gone Slightly Mad	3	Book	Copyright	1997	1570628718	Art and Spirit	<p> And whatever we mean by the word &#8216;spirit&#8217; &#8212; let us just say, with Tillich, that it involves for each of us our ultimate concern &#8212; it is in that simple awestruck moment when great art enters you and changes you, that spirit shines in this world just a little more brightly than it did the moment before. </p>	Ken Wilber					2007-03-20T16:49:17-07:00		60				ken_wilber	Wilber, Ken	Ken <strong>Wilber</strong>	<a href='../tags/art' rel='tag'>Art</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Eye of Spirit: An Integral Vision for a World Gone Slightly Mad</cite>, <span class='datepublished'>1997</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1570628718/portablewisdo-20' class='isbn'>1570628718</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1997</span> by <span class='rightsowner'>Ken Wilber</span>
Integral Approach	Ken Wilber	the integral vision	3	Book	Copyright	2007	1590304756	All the world's cultures now available to us	<p> During the last 30 years, we have witnessed a historical first: all of the world's cultures are now available to us. </p> <p> ...for the first time, the sum total of human knowledge is available to us&#8212;the knowledge, experience, wisdom and reflection of all major human civilizations&#8212;premodern, modern and postmodern&#8212;are open to study by anyone. </p>	Ken Wilber					2008-10-19T09:17:57-07:00		145	Shambhala	Boston & London	16	ken_wilber	Wilber, Ken	Ken <strong>Wilber</strong>	<a href='../tags/integral_approach' rel='tag'>Integral Approach</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>the integral vision</cite>, <span class='city'>Boston & London</span>: <span class='publisher'>Shambhala</span>, <span class='datepublished'>2007</span>, page&nbsp;<span class='pages'>16</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1590304756/portablewisdo-20' class='isbn'>1590304756</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Ken Wilber</span>
Integral Approach	Ken Wilber	the integral vision	3	Book	Copyright	2007	1590304756	Levels of Development	<p> To grasp what is involved with levels or stages, let's use a very simple model possessing only 3 of them. If we look at moral development, for example, we find that an infant at birth has not yet been socialized into the culture's ethics and conventions: this is called the <strong>preconventional stage</strong>. It is also called <strong>egocentric</strong>, in that the infant's awareness is largely self-absorbed. But as the young child begins to learns its culture's rules and norms, it grows into the <strong>conventional stage</strong> of morals. This stage is also called <strong>ethnocentric</strong>, in that it centers on the child's particular group, tribe, clan, or nation, and it therefore tends to exclude those not of its group. But at the next major stage of moral development, the <strong>postconventional stage</strong>, the individual's identity expands once again, this time to include a care and concern for all peoples, regardless of race, color, sex or creed, which is why this stage is also called <strong>worldcentric</strong>. </p> <p> Thus, moral development tends to move from &#8216;me&#8217; (egocentric) to &#8216;us&#8217; (ethnocentric) to &#8216;all of us&#8217; (worldcentric)&#8212;a good example of the unfolding waves of consciousness. </p>	Ken Wilber					2008-10-19T09:28:50-07:00		146	Shambhala	Boston & London	34	ken_wilber	Wilber, Ken	Ken <strong>Wilber</strong>	<a href='../tags/integral_approach' rel='tag'>Integral Approach</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>the integral vision</cite>, <span class='city'>Boston & London</span>: <span class='publisher'>Shambhala</span>, <span class='datepublished'>2007</span>, page&nbsp;<span class='pages'>34</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1590304756/portablewisdo-20' class='isbn'>1590304756</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Ken Wilber</span>
Software Development	Larry Constantine and Lucy Lockwood	Software for Use: A Practical Guide to the Models and Methods of Usage-Centered Design	3	Book	Copyright	1999	0201924781	Prototyping No Substitute for Analysis and Design	<p> Prototypes and prototyping are not substitutes for analysis and design, not excuses for sloppy thinking. </p>	the ACM Press					2006-11-30T14:29:31-08:00		61				larry_constantine_and_lucy_lockwood	Constantine, Larry and Lockwood, Lucy	Larry <strong>Constantine</strong> and Lucy <strong>Lockwood</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Software for Use: A Practical Guide to the Models and Methods of Usage-Centered Design</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201924781/portablewisdo-20' class='isbn'>0201924781</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>the ACM Press</span>
Simplicity	Larry Constantine and Lucy Lockwood	Software for Use: A Practical Guide to the Models and Methods of Usage-Centered Design	3	Book	Copyright	1999	0201924781	System Simplification	<p> Developers who return again and again to their work, simplifying it and making it more general-purpose, produce smaller, simpler systems that deliver more to users. </p>	the ACM Press					2006-11-30T14:29:31-08:00		62				larry_constantine_and_lucy_lockwood	Constantine, Larry and Lockwood, Lucy	Larry <strong>Constantine</strong> and Lucy <strong>Lockwood</strong>	<a href='../tags/simplicity' rel='tag'>Simplicity</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Software for Use: A Practical Guide to the Models and Methods of Usage-Centered Design</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201924781/portablewisdo-20' class='isbn'>0201924781</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>the ACM Press</span>
Software Development	Larry Constantine and Lucy Lockwood	Software for Use: A Practical Guide to the Models and Methods of Usage-Centered Design	3	Book	Copyright	1999	0201924781	User Interface Architectures	<p> Most user interface designers design screens, windows, and widgets; the best ones design user interface architectures. </p>	the ACM Press					2006-11-30T14:29:31-08:00		63				larry_constantine_and_lucy_lockwood	Constantine, Larry and Lockwood, Lucy	Larry <strong>Constantine</strong> and Lucy <strong>Lockwood</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Software for Use: A Practical Guide to the Models and Methods of Usage-Centered Design</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201924781/portablewisdo-20' class='isbn'>0201924781</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>the ACM Press</span>
Management	Marcus Buckingham and Curt Coffman	First, Break All the Rules: What the World”s Greatest Managers Do Differently	3	Book	Copyright	1999	0684852861	Focus on High Performers	<p> Counterintuitively, employees already performing above average have the greatest room for growth. Great managers also know that it is hard work helping a talented person hone his talents. If a manager is preoccupied by the burden of transforming strugglers into survivors by helping them squeak above average, he will have little time left over for the truly difficult work of guiding the good towards the great. </p>	The Gallup Organization					2006-11-30T14:29:31-08:00		64				marcus_buckingham_and_curt_coffman	Buckingham, Marcus and Coffman, Curt	Marcus <strong>Buckingham</strong> and Curt <strong>Coffman</strong>	<a href='../tags/management' rel='tag'>Management</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>First, Break All the Rules: What the World”s Greatest Managers Do Differently</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0684852861/portablewisdo-20' class='isbn'>0684852861</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>The Gallup Organization</span>
Progress	Margaret Mead	unknown	3	unknown				Changing the World	<p> Never doubt that a small, group of thoughtful, committed citizens can change the world. Indeed, it is the only thing that ever has. </p>						2006-11-30T14:29:31-08:00		65				margaret_mead	Mead, Margaret	Margaret <strong>Mead</strong>	<a href='../tags/progress' rel='tag'>Progress</a>		
Population Explosion	Margaret Mead	unknown	3	unknown				Quality of Children vs. Quantity	<p> Instead of needing lots of children, we need high-quality children. </p>						2006-11-30T14:29:31-08:00		66				margaret_mead	Mead, Margaret	Margaret <strong>Mead</strong>	<a href='../tags/population_explosion' rel='tag'>Population Explosion</a>		
Thought	Margery Allingham	Dancers In Mourning	3	Book	Copyright	1934	1933397985	A Dark Procession	<p> Mercer did not think at all in the accepted sense of the word. Ideas occurred to him and engendered other ideas. But the process which linked any two of them was a dark procession taking place in some subconscious part of the brain. </p>	Doubleday and Company, Inc.					2008-05-21T19:25:38-07:00		120				margery_allingham	Allingham, Margery	Margery <strong>Allingham</strong>	<a href='../tags/thought' rel='tag'>Thought</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Dancers In Mourning</cite>, <span class='datepublished'>1934</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1933397985/portablewisdo-20' class='isbn'>1933397985</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1934</span> by <span class='rightsowner'>Doubleday and Company, Inc.</span>
Thought	Margery Allingham	Dancers In Mourning	3	Book	Copyright	1934	1933397985	Occasions When the Intellect Retires Gracefully	<p> There are occasions when the intellect retires gracefully from a situation entirely behind its decorous control and leaves all the other complicated machinery of the mind to muddle through on its own. </p>	Doubleday and Company, Inc.					2008-05-21T19:41:18-07:00		122				margery_allingham	Allingham, Margery	Margery <strong>Allingham</strong>	<a href='../tags/thought' rel='tag'>Thought</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Dancers In Mourning</cite>, <span class='datepublished'>1934</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1933397985/portablewisdo-20' class='isbn'>1933397985</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1934</span> by <span class='rightsowner'>Doubleday and Company, Inc.</span>
Thought	Margery Allingham	Dancers In Mourning	3	Book	Copyright	1934	1933397985	The Only Sign of Mental Activity	<p> The other pictures varied between the sentimentally lewd and the illustrated Scotch joke variety wherein Glengarried dogs take the place of figures. There were no books and a small writing table with drawers was the only sign of mental activity. </p>	Doubleday and Company, Inc.					2008-05-21T19:37:17-07:00		121				margery_allingham	Allingham, Margery	Margery <strong>Allingham</strong>	<a href='../tags/thought' rel='tag'>Thought</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Dancers In Mourning</cite>, <span class='datepublished'>1934</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1933397985/portablewisdo-20' class='isbn'>1933397985</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1934</span> by <span class='rightsowner'>Doubleday and Company, Inc.</span>
Modernity	Margery Allingham	Dancers In Mourning	3	Book	Copyright	1934	1933397985	The Sanctity and Importance of Sudden Death	<p> ... in an age when all the deepest emotions can be successfully laughed out of existence by any decently educated person, the sanctity and importance of sudden death was a comforting and salutary thing, a last little rock, as it were, in the shifty sands of one s own standards and desires. </p>	Doubleday and Company, Inc.					2008-05-21T19:15:37-07:00		119				margery_allingham	Allingham, Margery	Margery <strong>Allingham</strong>	<a href='../tags/modernity' rel='tag'>Modernity</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Dancers In Mourning</cite>, <span class='datepublished'>1934</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1933397985/portablewisdo-20' class='isbn'>1933397985</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1934</span> by <span class='rightsowner'>Doubleday and Company, Inc.</span>
Modernity	Margery Allingham	The Tiger in the Smoke	3	Book	Copyright	1952	0099477734	Merely Thoroughly Outrageous	<p> He made the discovery with a certain amount of relief, since it took him at least out of the region of pure fantasy and into the merely thoroughly outrageous, with which as a modern he was by now more or less familiar. </p>	Margery Allingham Carter					2007-10-24T18:20:11-07:00		112				margery_allingham	Allingham, Margery	Margery <strong>Allingham</strong>	<a href='../tags/modernity' rel='tag'>Modernity</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Tiger in the Smoke</cite>, <span class='datepublished'>1952</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0099477734/portablewisdo-20' class='isbn'>0099477734</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1952</span> by <span class='rightsowner'>Margery Allingham Carter</span>
Ethics	Mark Twain	unknown	3	unknown				Do the Right Thing	<p> Do the right thing. It will gratify some people and astonish the rest . </p>						2006-11-30T14:29:31-08:00		67				mark_twain	Twain, Mark	Mark <strong>Twain</strong>	<a href='../tags/ethics' rel='tag'>Ethics</a>		
Ethics	Martin Luther King Jr.	Civil Rights March on Washington, August 28	3	Speech		1963		Unarmed truth and unconditional love	<p> I believe that unarmed truth and unconditional love will have the final word in reality. That is why right, temporarily defeated, is stronger than evil triumphant. </p>						2006-11-30T14:29:31-08:00		68				martin_luther_king_jr	King Jr., Martin Luther	Martin Luther <strong>King Jr.</strong>	<a href='../tags/ethics' rel='tag'>Ethics</a>	the <span class='sourcetype'>Speech</span> <cite class='majortitle'>Civil Rights March on Washington, August 28</cite>, <span class='datepublished'>1963</span>	
Ethics	Martin Luther King Jr.	Remaining Awake Through A Great Revolution	3	Speech	Copyright	1968		Single Garment of Destiny	<p> We are tied together in the single garment of destiny, caught in an inescapable network of mutuality. And whatever affects one directly affects all indirectly. </p>	The Estate of Martin Luther King Jr.	http://www.stanford.edu/group/King/publications/sermons/680331.000_Remaining_Awake.html		http://www.stanford.edu/group/King/publications/sermons/680331.000_Remaining_Awake.html		2008-01-20T12:28:31-08:00		116				martin_luther_king_jr	King Jr., Martin Luther	Martin Luther <strong>King Jr.</strong>	<a href='../tags/ethics' rel='tag'>Ethics</a>	the <span class='sourcetype'>Speech</span> <cite class='majortitle'><a href='http://www.stanford.edu/group/King/publications/sermons/680331.000_Remaining_Awake.html' rel='source'>Remaining Awake Through A Great Revolution</a></cite>, <span class='datepublished'>1968</span>	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1968</span> by <span class='rightsowner'>The Estate of Martin Luther King Jr.</span>
Ethics	Martin Luther King Jr.	unknown	3	unknown				Ends for which We Live	<p> The means by which we live have outdistanced the ends for which we live. </p>						2006-11-30T14:29:31-08:00		69				martin_luther_king_jr	King Jr., Martin Luther	Martin Luther <strong>King Jr.</strong>	<a href='../tags/ethics' rel='tag'>Ethics</a>		
Eternity	Martin Luther King Jr.	unknown	3	unknown				Ten thousand fools proclaim themselves	<p> Ten thousand fools proclaim themselves into obscurity, while one wise man forgets himself into immortality. </p>						2006-11-30T14:29:31-08:00		70				martin_luther_king_jr	King Jr., Martin Luther	Martin Luther <strong>King Jr.</strong>	<a href='../tags/eternity' rel='tag'>Eternity</a>		
Ethics	Martin Luther King Jr.	unknown	3	unknown				The Arc of History	<p> The arc of history is long, but it bends towards justice. </p>						2006-11-30T14:29:31-08:00		71				martin_luther_king_jr	King Jr., Martin Luther	Martin Luther <strong>King Jr.</strong>	<a href='../tags/ethics' rel='tag'>Ethics</a>		
Software Development.Requirements	Mary Poppendieck and Tom Poppendieck	Implementing Lean Software Development: From Concept to Cash	3	Book	Copyright	2007	0321437381	Puzzling Aspect of Waterfall Development	<p> One of the puzzling aspects of &#8216;waterfall&#8217; development is the idea that knowledge, in the form or &#8216;requirements,&#8217; exists prior to and separate from coding. Software development is a knowledge-creating process. While an overall architectural concept will be sketched out prior to coding, the validation of that architecture comes as the code is being written. In practice, the detailed design of software always occurs during coding, even if a detailed design document was written ahead of time. </p>	Pearson Education, Inc.					2006-11-30T14:29:31-08:00		73				mary_poppendieck_and_tom_poppendieck	Poppendieck, Mary and Poppendieck, Tom	Mary <strong>Poppendieck</strong> and Tom <strong>Poppendieck</strong>	<a href='../tags/software_development-requirements' rel='tag'>Software Development.Requirements</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Implementing Lean Software Development: From Concept to Cash</cite>, <span class='datepublished'>2007</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321437381/portablewisdo-20' class='isbn'>0321437381</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Pearson Education, Inc.</span>
Software Development	Mary Poppendieck and Tom Poppendieck	Implementing Lean Software Development: From Concept to Cash	3	Book	Copyright	2007	0321437381	The most fundamental lean measurement is cycle time	<p> The most fundamental lean measurement is cycle time: how long&#8212;on the average&#8212;does it take to go from concept to cash or from customer order to deployed software? This single measurement provides a system-level gauge of your process capability. In addition, it exposes every waste in the system: Every missing skill, weak capability, and defective implementation increases cycle time. </p> <p> The objective of a development organization is to first of all establish a repeatable, reliable cycle time for each classification of work, and then to reduce that cycle time through continuous improvement. This single measurement drives all manner of good behavior in every area of the organization, because it aligns everyone in making the right tradeoffs. </p>	Pearson Education, Inc.					2006-11-30T14:29:31-08:00		72				mary_poppendieck_and_tom_poppendieck	Poppendieck, Mary and Poppendieck, Tom	Mary <strong>Poppendieck</strong> and Tom <strong>Poppendieck</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Implementing Lean Software Development: From Concept to Cash</cite>, <span class='datepublished'>2007</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321437381/portablewisdo-20' class='isbn'>0321437381</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Pearson Education, Inc.</span>
Software Development.Design	Mary Poppendieck and Tom Poppendieck	Lean Software Development: An Agile Toolkit	3	Book			0321150783	Evolving System Structures	<p> We need to adopt the attitude that the internal structure of a system will require continuous improvement as the system evolves. Refactoring &#8212; improving the design as the system develops &#8212; is not just for commercial software. Without continuous improvement, any software system will suffer. Internal structures will become calcified and fragile. In a surprisingly short time, the system will cease to be useful. </p>						2006-11-30T14:29:31-08:00		74				mary_poppendieck_and_tom_poppendieck	Poppendieck, Mary and Poppendieck, Tom	Mary <strong>Poppendieck</strong> and Tom <strong>Poppendieck</strong>	<a href='../tags/software_development-design' rel='tag'>Software Development.Design</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Lean Software Development: An Agile Toolkit</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0321150783/portablewisdo-20' class='isbn'>0321150783</a> 	
Business	Matthew Stewart	The Management Myth: Why the Experts Keep Getting it Wrong	3	Book	Copyright	2009	0393065537	A Work Ethic Gone Mad	<p> The blend of corporate mysticism and transcendental consumerism he [Tom Peters] offers has its roots planted in the pragmatic, optimistic, can-do American work ethic. But, like the Taylorist philosophy from which it springs, it is also a work ethic gone mad. It begins with the idea that work can be meaningful and stretches it to the point where there is no meaning outside work. It becomes a deluded form of optimism, a feverish activity that masks an underlying anxiety about the meaning of life, a form of self-alienation so complete that the self disappears entirely into its consumer preferences and transactions. </p>	Matthew Stewart					2010-02-27T13:29:06-08:00		184	W. W. Norton and Company	New York, London	280-281	matthew_stewart	Stewart, Matthew	Matthew <strong>Stewart</strong>	<a href='../tags/business' rel='tag'>Business</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Management Myth: Why the Experts Keep Getting it Wrong</cite>, <span class='city'>New York, London</span>: <span class='publisher'>W. W. Norton and Company</span>, <span class='datepublished'>2009</span>, pages&nbsp;<span class='pages'>280-281</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0393065537/portablewisdo-20' class='isbn'>0393065537</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2009</span> by <span class='rightsowner'>Matthew Stewart</span>
Management	Matthew Stewart	The Management Myth: Why the Experts Keep Getting it Wrong	3	Book	Copyright	2009	0393065537	Behind the Times	<p> The more important lesson to draw from the gurus’ underwhelming record is not that they fail to see into the future, but that they are in a certain sense <em>behind</em> the times. If there is one idea that unites the gurus, paradoxically, it is that the conventional wisdom is dead wrong. If you want to succeed, they howl in unison, you must break with the pack. But the guru literature itself <em>is</em> the pack. True to their calling as mass entertainers, they are followers rather than leaders. </p>	Matthew Stewart					2010-02-23T19:59:25-08:00		185	W. W. Norton and Company	New York, London	245	matthew_stewart	Stewart, Matthew	Matthew <strong>Stewart</strong>	<a href='../tags/management' rel='tag'>Management</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Management Myth: Why the Experts Keep Getting it Wrong</cite>, <span class='city'>New York, London</span>: <span class='publisher'>W. W. Norton and Company</span>, <span class='datepublished'>2009</span>, page&nbsp;<span class='pages'>245</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0393065537/portablewisdo-20' class='isbn'>0393065537</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2009</span> by <span class='rightsowner'>Matthew Stewart</span>
Education, Business	Matthew Stewart	The Management Myth: Why the Experts Keep Getting it Wrong	3	Book	Copyright	2009	0393065537	Preparing Managers to Manage	<p> The time has come to recognize that higher education in management rests on a fatal fallacy. The idea behind the contemporary business school is that preparing future business managers means training them in a discipline called Business Management. After 100 years of fruitless attempts to produce such a discipline, it should be clear that it does not exist. Preparing managers to manage, in fact, is not different from preparing people to live in a civilized world. Managers do not need to be trained; they need to be <em>educated.</em> And for that purpose, although a certain amount of study of business-related subjects may prove useful, the business schools as they are presently constituted are at best superfluous. </p>	Matthew Stewart					2010-02-27T13:07:00-08:00		186	W. W. Norton and Company	New York, London	291	matthew_stewart	Stewart, Matthew	Matthew <strong>Stewart</strong>	<a href='../tags/education' rel='tag'>Education</a>, <a href='../tags/business' rel='tag'>Business</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Management Myth: Why the Experts Keep Getting it Wrong</cite>, <span class='city'>New York, London</span>: <span class='publisher'>W. W. Norton and Company</span>, <span class='datepublished'>2009</span>, page&nbsp;<span class='pages'>291</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0393065537/portablewisdo-20' class='isbn'>0393065537</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2009</span> by <span class='rightsowner'>Matthew Stewart</span>
Education, Business	Matthew Stewart	The Management Myth: Why the Experts Keep Getting it Wrong	3	Book	Copyright	2009	0393065537	Relieving Ignorance	<p> Customer satisfaction&#8221; is a good way to sell shoes; but it is a bad way to relieve ignorance. It is fundamentally stupid to base the content of an education on what the as-yet uneducated person decides is best. </p>	Matthew Stewart					2010-02-27T12:42:19-08:00		187	W. W. Norton and Company	New York, London	294-295	matthew_stewart	Stewart, Matthew	Matthew <strong>Stewart</strong>	<a href='../tags/education' rel='tag'>Education</a>, <a href='../tags/business' rel='tag'>Business</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Management Myth: Why the Experts Keep Getting it Wrong</cite>, <span class='city'>New York, London</span>: <span class='publisher'>W. W. Norton and Company</span>, <span class='datepublished'>2009</span>, pages&nbsp;<span class='pages'>294-295</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0393065537/portablewisdo-20' class='isbn'>0393065537</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2009</span> by <span class='rightsowner'>Matthew Stewart</span>
Mystery	Michael Chabon	Keynote at Eisner Awards	3	Speech		2004		A mind is blown	<p> A mind is blown when something you always feared but knew to be impossible turns out to be true; when the world turns out far vaster, far more marvelous or malevolent than you ever dreamed; when you get proof that everything is connected to everything else, that everything you know is wrong, that you are both the center of the universe and a tiny speck sailing off its nethermost edge. </p>		http://www.comic-con.org/cci/cci_eisners04keynote.shtml		http://www.comic-con.org/cci/cci_eisners04keynote.shtml		2010-03-10T06:39:13-08:00		179				michael_chabon	Chabon, Michael	Michael <strong>Chabon</strong>	<a href='../tags/mystery' rel='tag'>Mystery</a>	the <span class='sourcetype'>Speech</span> <cite class='majortitle'><a href='http://www.comic-con.org/cci/cci_eisners04keynote.shtml' rel='source'>Keynote at Eisner Awards</a></cite>, <span class='datepublished'>2004</span>	
Thought	Michael Innes	The Seven Suspects	3	Book	Copyright	1936	0140068864	Merely a Muddle	<p> And your remarks on the text,&#8221; Mr. Gott declared, &#8220;are merely a muddle. </p> <p> Yes, Gott,&#8221; said Mike meekly. </p> <p> You see, Mike, you haven't any <i>brain</i> really. </p> <p> No, of course not,&#8221; said Mike. </p> <p> You must just keep to the cackle and write nicely. You write very nicely. </p> <p> Yes,&#8221; said Mike, dubiously. </p> <p> Keep off thinking things out, and you'll do well. In fact, you'll go far. </p>	John Innes Mackintosh Stewart					2007-09-29T07:47:36-07:00		75				michael_innes	Innes, Michael	Michael <strong>Innes</strong>	<a href='../tags/thought' rel='tag'>Thought</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Seven Suspects</cite>, <span class='datepublished'>1936</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0140068864/portablewisdo-20' class='isbn'>0140068864</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1936</span> by <span class='rightsowner'>John Innes Mackintosh Stewart</span>
